suposicion_actual,bombas,misiles,numero_objetivo,ajuste_necesario
36,0,3,355,319
622,3,0,622,0
423,0,3,15,-408
519,0,2,720,201
84,0,5,760,676
158,0,6,966,808
630,0,2,878,248
166,0,1,276,110
719,0,2,495,-224
807,0,1,689,-118
443,0,2,733,290
872,0,4,297,-575
452,0,2,180,-272
472,0,2,667,195
645,0,4,195,-450
62,0,6,949,887
499,0,1,644,145
208,1,0,141,-67
141,0,3,587,446
143,0,2,437,294
0,0,1,124,124
578,3,0,574,-4
975,0,3,618,-357
793,0,5,44,-749
557,0,2,306,-251
346,0,2,147,-199
743,0,2,533,-210
968,0,2,681,-287
114,0,4,621,507
645,0,2,355,-290
364,2,0,390,26
640,0,3,983,343
272,2,0,292,20
11,2,0,36,25
51,2,0,40,-11
764,0,4,265,-499
166,0,2,10,-156
211,2,0,186,-25
279,0,3,581,302
949,0,5,316,-633
172,0,1,280,108
406,1,0,342,-64
813,1,0,880,67
411,0,2,710,299
105,0,4,670,565
306,1,0,391,85
637,0,3,278,-359
0,0,7,966,966
766,0,2,978,212
336,0,2,584,248
792,0,1,904,112
977,0,6,133,-844
927,0,3,579,-348
48,2,0,34,-14
835,0,3,526,-309
158,0,5,827,669
529,1,0,601,72
601,0,3,162,-439
631,0,4,109,-522
283,0,1,172,-111
875,0,5,250,-625
467,2,0,516,49
735,0,2,442,-293
177,0,4,772,595
24,0,3,417,393
593,0,2,766,173
947,2,0,989,42
741,0,2,553,-188
814,0,4,252,-562
40,2,0,18,-22
48,0,6,856,808
63,1,0,120,57
285,0,3,684,399
260,1,0,336,76
852,0,5,228,-624
650,0,3,961,311
890,0,5,185,-705
601,0,3,230,-371
665,0,2,473,-192
989,0,4,399,-590
884,0,4,357,-527
619,1,0,709,90
271,0,2,570,299
201,0,4,741,540
430,0,2,672,242
585,0,4,87,-498
971,0,4,506,-465
221,1,0,282,61
364,2,0,334,-30
843,0,3,403,-440
302,0,2,455,153
810,0,2,651,-159
214,0,1,321,107
978,0,5,280,-698
614,0,3,294,-320
776,0,5,108,-668
995,0,3,601,-394
61,0,5,696,635
819,0,2,584,-235
857,0,6,104,-753
585,0,1,697,112
498,0,4,993,495
58,1,0,125,67
95,0,2,391,296
347,0,3,688,341
288,2,0,248,-40
912,1,0,847,-65
823,0,5,142,-681
786,0,4,236,-550
218,0,2,466,248
989,0,4,437,-552
268,0,4,779,511
495,0,4,964,469
523,0,3,76,-447
927,0,4,409,-518
624,0,4,74,-550
568,0,2,727,159
853,0,5,131,-722
621,0,4,133,-488
137,0,5,874,737
370,1,0,305,-65
978,0,6,157,-821
561,0,2,779,218
630,0,2,446,-184
973,0,3,594,-379
900,0,5,151,-749
746,0,3,389,-357
101,0,2,374,273
707,0,4,237,-470
601,0,3,978,377
156,0,5,810,654
601,1,0,658,57
227,0,2,398,171
103,1,0,30,-73
964,0,3,545,-419
648,1,0,722,74
962,0,5,303,-659
383,0,2,92,-291
106,2,0,65,-41
31,0,2,286,255
757,0,5,155,-602
67,0,3,443,376
274,0,2,573,299
171,0,3,533,362
285,0,4,850,565
355,0,3,687,332
96,0,3,473,377
114,0,4,566,452
523,0,2,785,262
165,0,5,897,732
101,0,3,523,422
990,0,6,208,-782
30,0,1,175,145
23,0,7,966,943
994,0,2,836,-158
258,1,0,164,-94
581,0,3,211,-370
263,0,5,938,675
472,0,3,169,-303
101,1,0,194,93
906,0,5,217,-689
344,0,1,211,-133
173,3,0,179,6
242,2,0,268,26
441,0,2,675,234
947,0,1,800,-147
67,0,5,674,607
570,0,3,974,404
171,2,0,145,-26
261,0,2,514,253
442,0,2,213,-229
366,0,3,766,400
285,2,0,275,-10
381,0,3,787,406
784,0,3,377,-407
106,1,0,29,-77
481,0,2,240,-241
126,0,3,553,427
346,0,4,871,525
685,0,2,397,-288
954,0,6,158,-796
193,0,5,862,669
690,0,4,159,-531
640,3,0,633,-7
797,0,2,957,160
356,0,4,837,481
383,0,2,575,192
962,0,2,756,-206
137,0,3,447,310
466,0,3,63,-403
426,0,2,683,257
878,0,5,157,-721
2,0,5,613,611
991,0,2,836,-155
731,0,2,976,245
908,0,5,279,-629
241,0,3,583,342
542,3,0,539,-3
311,0,4,856,545
775,0,4,257,-518
436,0,3,824,388
638,0,2,842,204
221,0,5,923,702
730,0,3,332,-398
930,0,4,477,-453
229,0,5,911,682
738,0,4,195,-543
927,1,0,871,-56
655,0,3,332,-323
884,0,4,396,-488
994,0,5,350,-644
445,0,2,288,-157
191,0,2,407,216
682,0,1,562,-120
666,0,4,127,-539
157,0,5,869,712
840,0,6,18,-822
725,0,3,405,-320
439,0,1,561,122
672,0,2,425,-247
538,0,1,434,-104
17,0,7,998,981
185,0,4,663,478
77,0,2,317,240
699,0,4,120,-579
720,0,3,358,-362
316,0,2,64,-252
499,0,2,765,266
903,2,0,925,22
682,2,0,670,-12
740,0,2,934,194
119,0,5,758,639
149,1,0,210,61
541,0,2,755,214
389,2,0,350,-39
104,1,0,33,-71
785,0,4,198,-587
885,0,2,690,-195
512,0,3,932,420
125,0,6,925,800
920,0,5,309,-611
10,0,6,776,766
690,0,2,965,275
380,0,2,616,236
609,0,4,18,-591
655,0,2,458,-197
438,0,2,215,-223
824,0,5,75,-749
5,0,2,189,184
723,0,5,88,-635
970,0,1,837,-133
311,0,1,417,106
818,0,4,284,-534
200,0,2,23,-177
394,1,0,333,-61
956,0,7,24,-932
657,0,2,414,-243
150,0,5,889,739
525,0,2,303,-222
365,2,0,346,-19
68,0,6,882,814
25,0,6,912,887
881,0,5,146,-735
726,0,5,20,-706
917,0,3,615,-302
930,0,6,32,-898
156,0,3,562,406
140,0,3,578,438
127,0,1,240,113
447,0,1,566,119
100,0,5,731,631
247,0,1,371,124
162,0,6,980,818
121,0,5,739,618
205,0,5,826,621
951,0,3,523,-428
8,0,4,575,567
701,0,5,92,-609
652,0,4,185,-467
963,0,4,383,-580
967,0,3,534,-433
196,0,4,776,580
734,0,2,893,159
192,0,1,300,108
705,0,3,300,-405
154,0,5,846,692
2,0,4,459,457
124,0,4,696,572
893,0,3,573,-320
130,0,4,666,536
123,0,2,372,249
281,0,3,646,365
43,0,4,622,579
540,0,2,758,218
548,0,3,931,383
116,0,2,385,269
937,0,2,660,-277
969,0,2,788,-181
17,0,2,205,188
410,0,2,189,-221
607,0,3,923,316
940,0,5,280,-660
951,0,4,483,-468
453,0,4,996,543
117,0,6,948,831
511,0,3,211,-300
86,0,1,197,111
969,2,0,943,-26
179,0,3,607,428
614,0,2,409,-205
47,0,2,197,150
759,1,0,672,-87
995,0,1,887,-108
357,0,3,744,387
734,0,3,303,-431
612,0,4,74,-538
322,0,2,102,-220
640,0,2,891,251
164,0,2,335,171
188,1,0,98,-90
731,0,4,280,-451
697,0,1,596,-101
328,0,3,12,-316
305,0,5,997,692
452,2,0,437,-15
196,0,1,71,-125
328,0,3,669,341
579,0,4,78,-501
770,1,0,835,65
107,0,6,949,842
62,0,6,924,862
295,0,4,831,536
92,2,0,125,33
843,0,3,541,-302
835,0,3,445,-390
540,0,3,865,325
646,1,0,594,-52
72,0,2,279,207
808,0,5,113,-695
548,0,2,827,279
966,0,5,338,-628
891,0,6,62,-829
642,2,0,608,-34
959,0,4,404,-555
240,0,3,540,300
408,2,0,456,48
352,0,3,719,367
810,0,1,927,117
760,0,2,602,-158
225,0,6,986,761
597,0,2,337,-260
285,2,0,259,-26
758,0,5,88,-670
646,0,1,776,130
410,0,2,252,-158
567,0,2,299,-268
430,0,2,680,250
757,0,3,381,-376
37,0,6,848,811
171,0,4,679,508
875,1,0,806,-69
774,0,1,902,128
269,0,1,380,111
626,3,0,617,-9
608,0,4,144,-464
361,0,2,199,-162
52,0,6,889,837
277,0,5,923,646
748,0,4,208,-540
165,0,1,307,142
485,0,4,951,466
235,0,2,30,-205
21,0,5,669,648
311,2,0,342,31
998,0,3,567,-431
451,0,1,559,108
524,1,0,605,81
826,0,1,958,132
586,0,3,185,-401
115,2,0,159,44
732,0,1,842,110
900,0,3,466,-434
224,0,4,790,566
595,2,0,624,29
508,2,0,484,-24
759,0,4,277,-482
180,1,0,271,91
108,0,6,914,806
665,0,1,559,-106
314,2,0,342,28
87,0,6,983,896
332,1,0,282,-50
617,0,3,994,377
863,0,4,301,-562
526,0,3,970,444
279,0,2,451,172
699,1,0,604,-95
553,0,1,408,-145
460,0,2,186,-274
670,0,3,325,-345
313,2,0,271,-42
293,3,0,293,0
478,0,2,644,166
41,1,0,111,70
214,2,0,250,36
811,0,2,602,-209
923,0,2,651,-272
59,0,4,635,576
467,0,3,147,-320
584,0,3,211,-373
732,0,2,484,-248
288,0,3,639,351
533,3,0,534,1
558,0,1,448,-110
327,0,5,957,630
426,1,0,508,82
792,0,6,22,-770
954,0,3,537,-417
568,2,0,558,-10
58,0,2,233,175
217,0,3,648,431
661,0,1,765,104
12,0,5,715,703
690,1,0,622,-68
693,0,1,550,-143
957,0,6,165,-792
533,0,2,378,-155
525,0,2,291,-234
144,0,2,422,278
801,2,0,819,18
15,0,3,351,336
311,2,0,275,-36
795,0,4,214,-581
170,2,0,207,37
951,0,5,344,-607
483,3,0,488,5
459,2,0,448,-11
260,3,0,264,4
825,2,0,798,-27
238,2,0,251,13
63,0,3,363,300
16,0,7,935,919
808,2,0,844,36
847,1,0,774,-73
911,0,5,295,-616
102,0,4,585,483
184,0,2,374,190
712,1,0,798,86
377,0,5,999,622
956,0,4,363,-593
472,0,3,855,383
21,0,2,276,255
688,0,5,2,-686
268,0,2,23,-245
967,0,1,862,-105
229,0,3,573,344
954,0,2,674,-280
47,0,5,774,727
212,0,4,765,553
78,1,0,9,-69
157,0,4,754,597
455,0,4,909,454
277,0,2,59,-218
491,1,0,398,-93
889,0,3,537,-352
79,0,6,842,763
37,0,4,514,477
614,0,2,854,240
330,0,4,928,598
756,1,0,676,-80
483,0,2,226,-257
258,0,4,799,541
427,1,0,355,-72
259,0,2,25,-234
188,0,6,979,791
997,1,0,916,-81
134,0,2,414,280
66,0,3,454,388
207,1,0,300,93
934,0,5,273,-661
664,0,2,493,-171
490,2,0,451,-39
762,0,2,537,-225
356,0,3,714,358
828,0,2,588,-240
581,2,0,537,-44
71,0,7,979,908
893,0,2,645,-248
220,0,3,626,406
678,0,1,825,147
352,0,2,144,-208
599,0,2,330,-269
692,2,0,706,14
844,0,5,206,-638
765,0,5,162,-603
409,1,0,467,58
623,0,3,952,329
214,0,5,963,749
954,0,6,171,-783
363,0,3,793,430
501,0,1,366,-135
887,0,6,119,-768
928,0,6,91,-837
605,0,2,433,-172
544,0,2,754,210
696,1,0,645,-51
381,0,2,209,-172
924,0,2,648,-276
831,2,0,806,-25
842,0,2,652,-190
994,0,3,634,-360
213,0,4,725,512
873,0,5,210,-663
866,1,0,815,-51
576,0,1,448,-128
869,0,5,164,-705
169,2,0,154,-15
740,0,5,119,-621
17,0,7,937,920
508,0,2,774,266
133,0,2,330,197
19,0,6,830,811
296,0,5,927,631
132,2,0,95,-37
707,0,5,98,-609
273,0,3,603,330
425,0,3,17,-408
828,0,2,584,-244
427,0,3,94,-333
537,1,0,464,-73
11,0,7,914,903
409,0,3,857,448
358,0,2,90,-268
658,2,0,620,-38
683,0,2,866,183
365,0,4,884,519
112,2,0,82,-30
268,1,0,214,-54
137,0,4,676,539
292,0,2,8,-284
767,0,2,983,216
669,0,2,953,284
431,0,1,305,-126
937,0,6,151,-786
12,0,5,658,646
42,0,3,397,355
519,2,0,486,-33
572,0,2,866,294
533,0,3,124,-409
983,0,6,221,-762
39,0,2,306,267
73,0,5,758,685
202,2,0,179,-23
220,0,4,689,469
296,0,5,967,671
829,0,5,181,-648
153,2,0,167,14
483,1,0,547,64
605,0,3,159,-446
531,1,0,585,54
689,0,4,221,-468
239,2,0,270,31
205,0,2,458,253
680,0,2,520,-160
660,2,0,617,-43
310,0,1,162,-148
255,0,2,66,-189
197,0,1,93,-104
623,0,2,400,-223
528,0,2,236,-292
388,0,4,920,532
330,0,2,543,213
965,0,2,697,-268
96,0,4,598,502
237,0,2,12,-225
204,0,1,67,-137
410,0,2,601,191
826,0,4,258,-568
145,0,2,419,274
233,0,1,123,-110
268,0,5,895,627
78,0,5,780,702
161,0,5,830,669
675,2,0,719,44
331,0,2,142,-189
244,0,3,660,416
386,0,3,746,360
647,0,3,971,324
324,0,2,107,-217
476,0,3,903,427
872,0,4,291,-581
339,0,4,862,523
962,0,3,646,-316
753,0,1,874,121
951,0,5,326,-625
708,0,4,134,-574
367,0,1,240,-127
601,0,4,95,-506
164,0,5,869,705
355,0,4,807,452
776,2,0,817,41
998,0,4,414,-584
551,0,3,157,-394
475,2,0,509,34
625,2,0,610,-15
648,2,0,602,-46
359,0,3,12,-347
794,0,3,347,-447
433,0,2,584,151
329,0,2,134,-195
590,0,3,188,-402
253,0,2,477,224
183,0,5,848,665
541,0,2,264,-277
542,2,0,510,-32
868,0,1,990,122
513,1,0,441,-72
602,0,3,995,393
193,1,0,98,-95
210,0,5,847,637
439,2,0,451,12
83,0,5,775,692
982,0,5,366,-616
934,1,0,880,-54
185,0,3,580,395
161,0,5,813,652
420,0,2,606,186
537,0,3,877,340
579,0,2,364,-215
217,0,1,109,-108
6,0,2,301,295
861,0,6,101,-760
164,3,0,173,9
783,0,3,436,-347
118,0,4,612,494
894,0,5,162,-732
246,0,5,888,642
537,2,0,574,37
662,0,4,127,-535
763,0,3,432,-331
330,1,0,406,76
314,0,5,984,670
240,0,4,722,482
583,0,3,984,401
636,0,2,418,-218
687,0,4,199,-488
585,0,2,336,-249
359,0,3,740,381
655,0,2,478,-177
922,0,3,490,-432
999,0,5,390,-609
351,1,0,258,-93
106,0,0,6,-100
984,0,7,24,-960
936,2,0,915,-21
747,0,3,366,-381
480,0,2,729,249
680,0,2,864,184
49,0,4,631,582
994,0,6,150,-844
71,0,3,417,346
920,0,6,25,-895
71,0,3,428,357
937,0,5,251,-686
189,1,0,266,77
889,0,3,555,-334
104,0,3,442,338
264,0,1,401,137
943,0,6,176,-767
771,0,1,879,108
851,2,0,828,-23
99,0,6,949,850
857,0,3,443,-414
366,2,0,351,-15
847,0,4,279,-568
873,0,5,159,-714
382,0,4,903,521
193,0,1,50,-143
517,0,2,677,160
994,0,3,573,-421
540,0,3,947,407
960,2,0,935,-25
77,0,6,858,781
284,0,2,49,-235
943,0,2,672,-271
415,1,0,334,-81
359,1,0,271,-88
682,0,2,462,-220
328,0,3,717,389
894,0,5,179,-715
726,0,4,162,-564
754,2,0,726,-28
324,1,0,261,-63
